FL_DATE,ORIGIN,DEST,DEP_DELAY,TAXI_OUT,TAXI_IN,ARR_DELAY,AIR_TIME,DISTANCE
5/1/26 0:00,ORD,BDL,-5,25,5,-17,98,783
5/1/26 0:00,ORD,BDL,-4,41,4,2,97,783
5/1/26 0:00,ORD,BDL,1,66,4,27,93,783
5/1/26 0:00,ORD,BDL,6,19,4,-17,93,783
5/1/26 0:00,ORD,BDL,10,85,6,54,96,783
5/1/26 0:00,ORD,BDL,14,17,4,-14,90,783
5/1/26 0:00,ORD,BGR,40,18,6,24,120,978
5/1/26 0:00,ORD,BGR,67,33,6,66,121,978
5/1/26 0:00,ORD,BHM,-2,17,16,-7,87,584
5/1/26 0:00,ORD,BHM,-1,17,9,-8,87,584
5/1/26 0:00,ORD,BHM,9,23,14,10,89,584
5/1/26 0:00,ORD,BHM,44,26,2,34,85,584
5/1/26 0:00,ORD,BIS,-3,43,3,-6,105,715
5/1/26 0:00,ORD,BMI,-11,25,3,-20,28,116
5/1/26 0:00,ORD,BMI,-5,56,4,22,28,116
5/1/26 0:00,ORD,BMI,14,21,3,2,27,116
5/1/26 0:00,ORD,BNA,-5,20,14,-16,62,409
5/1/26 0:00,ORD,BNA,-5,34,4,0,67,409
5/1/26 0:00,ORD,BNA,-4,27,7,-13,65,409
5/1/26 0:00,ORD,BNA,-3,20,6,-19,62,409
5/1/26 0:00,ORD,BNA,-3,57,8,18,62,409
5/1/26 0:00,ORD,BNA,-2,18,8,-4,72,409
5/1/26 0:00,ORD,BNA,-2,31,11,-8,67,409
5/1/26 0:00,ORD,BNA,-2,35,8,-1,63,409
5/1/26 0:00,ORD,BNA,-2,46,14,37,86,409
5/1/26 0:00,ORD,BNA,-1,36,16,7,63,409
5/1/26 0:00,ORD,BNA,0,24,6,-13,64,409
5/1/26 0:00,ORD,BNA,5,47,7,11,60,409
5/1/26 0:00,ORD,BNA,5,65,7,34,64,409
5/1/26 0:00,ORD,BNA,6,24,7,-4,65,409
5/1/26 0:00,ORD,BNA,16,26,9,13,63,409
5/1/26 0:00,ORD,BNA,18,23,9,10,63,409
5/1/26 0:00,ORD,BNA,40,23,14,42,72,409
5/1/26 0:00,ORD,BOI,-6,35,3,-19,198,1437
5/1/26 0:00,ORD,BOI,-3,19,4,-32,183,1437
5/1/26 0:00,ORD,BOI,13,25,5,-7,185,1437
5/1/26 0:00,ORD,BOS,-12,20,4,-14,109,867
5/1/26 0:00,ORD,BOS,-9,38,8,-2,113,867
5/1/26 0:00,ORD,BOS,-8,17,6,-19,107,867
5/1/26 0:00,ORD,BOS,-7,14,5,-28,107,867
5/1/26 0:00,ORD,BOS,-7,22,5,-19,107,867
5/1/26 0:00,ORD,BOS,-5,27,7,-13,111,867
5/1/26 0:00,ORD,BOS,-5,35,7,-6,111,867
5/1/26 0:00,ORD,BOS,-5,48,3,-1,104,867
5/1/26 0:00,ORD,BOS,-4,22,4,-25,104,867
5/1/26 0:00,ORD,BOS,-4,23,5,-15,112,867
5/1/26 0:00,ORD,BOS,-4,38,7,1,107,867
5/1/26 0:00,ORD,BOS,-3,24,5,-7,107,867
5/1/26 0:00,ORD,BOS,-2,19,5,-24,105,867
5/1/26 0:00,ORD,BOS,-2,53,6,4,102,867
5/1/26 0:00,ORD,BOS,-1,15,5,-11,115,867
5/1/26 0:00,ORD,BOS,0,20,6,-19,106,867
5/1/26 0:00,ORD,BOS,2,37,4,-10,103,867
5/1/26 0:00,ORD,BOS,5,32,5,2,107,867
5/1/26 0:00,ORD,BOS,17,22,5,-5,100,867
5/1/26 0:00,ORD,BOS,20,22,5,4,105,867
5/1/26 0:00,ORD,BOS,21,40,6,22,106,867
5/1/26 0:00,ORD,BOS,40,24,11,30,103,867
5/1/26 0:00,ORD,BOS,40,32,4,25,102,867
5/1/26 0:00,ORD,BOS,41,51,4,50,103,867
5/1/26 0:00,ORD,BOS,42,22,7,23,106,867
5/1/26 0:00,ORD,BOS,87,16,6,59,104,867
5/1/26 0:00,ORD,BTV,-10,18,8,-33,97,763
5/1/26 0:00,ORD,BTV,-7,40,7,-1,99,763
5/1/26 0:00,ORD,BTV,-4,35,6,-5,95,763
5/1/26 0:00,ORD,BTV,-1,41,6,5,95,763
5/1/26 0:00,ORD,BTV,10,27,5,-6,96,763
5/1/26 0:00,ORD,BUF,-8,12,3,-27,67,474
5/1/26 0:00,ORD,BUF,-7,29,7,-15,66,474
5/1/26 0:00,ORD,BUF,-4,27,5,-9,65,474
5/1/26 0:00,ORD,BUF,-2,28,4,-6,64,474
5/1/26 0:00,ORD,BUF,18,17,4,6,68,474
5/1/26 0:00,ORD,BUF,104,12,4,83,66,474
5/1/26 0:00,ORD,BUF,104,36,3,98,61,474
5/1/26 0:00,ORD,BWI,-11,55,3,-3,73,622
5/1/26 0:00,ORD,BWI,-9,20,16,-18,81,622
5/1/26 0:00,ORD,BWI,-7,17,5,-20,88,622
5/1/26 0:00,ORD,BWI,-4,22,4,-20,85,622
5/1/26 0:00,ORD,BWI,-4,29,7,-18,79,622
5/1/26 0:00,ORD,BWI,-2,36,4,-9,76,622
5/1/26 0:00,ORD,BWI,2,33,5,-7,77,622
5/1/26 0:00,ORD,BWI,7,33,4,-4,74,622
5/1/26 0:00,ORD,BWI,116,55,5,125,76,622
5/1/26 0:00,ORD,BZN,-6,54,5,3,155,1185
5/1/26 0:00,ORD,BZN,-4,22,5,-24,161,1185
5/1/26 0:00,ORD,CAE,-3,19,5,-24,86,666
5/1/26 0:00,ORD,CAK,-12,38,6,-1,56,344
5/1/26 0:00,ORD,CAK,-7,24,6,-18,56,344
5/1/26 0:00,ORD,CAK,-4,22,3,-20,56,344
5/1/26 0:00,ORD,CAK,-2,40,6,-2,54,344
5/1/26 0:00,ORD,CAK,-2,59,4,17,58,344
5/1/26 0:00,ORD,CAK,2,32,4,2,58,344
5/1/26 0:00,ORD,CAK,63,32,5,58,54,344
5/1/26 0:00,ORD,CAK,149,49,6,161,53,344
5/1/26 0:00,ORD,CHA,-7,28,5,-14,72,501
5/1/26 0:00,ORD,CHA,24,13,5,0,70,501
5/1/26 0:00,ORD,CHA,45,38,15,58,73,501
5/1/26 0:00,ORD,CHO,-9,35,4,-19,74,566
5/1/26 0:00,ORD,CHO,-4,52,5,15,80,566
5/1/26 0:00,ORD,CHO,6,31,3,-14,71,566
5/1/26 0:00,ORD,CHO,35,31,4,19,79,566
5/1/26 0:00,ORD,CHO,94,35,3,95,78,566
5/1/26 0:00,ORD,CHS,-9,14,28,0,104,760
5/1/26 0:00,ORD,CHS,-4,48,7,5,101,760
5/1/26 0:00,ORD,CHS,-2,44,12,13,105,760
5/1/26 0:00,ORD,CHS,122,59,8,154,104,760
5/1/26 0:00,ORD,CID,-7,25,6,-17,37,196
5/1/26 0:00,ORD,CID,-7,46,4,6,38,196
5/1/26 0:00,ORD,CID,-3,22,7,-14,34,196
5/1/26 0:00,ORD,CID,-2,51,15,23,34,196
5/1/26 0:00,ORD,CID,8,43,9,20,37,196
5/1/26 0:00,ORD,CID,13,37,6,11,34,196
5/1/26 0:00,ORD,CID,22,23,6,8,39,196
5/1/26 0:00,ORD,CID,28,48,7,42,39,196
5/1/26 0:00,ORD,CID,29,33,6,30,36,196
5/1/26 0:00,ORD,CKB,-10,24,2,-26,62,444
5/1/26 0:00,ORD,CLE,-8,30,6,-12,46,316
5/1/26 0:00,ORD,CLE,-8,36,4,-9,50,316
5/1/26 0:00,ORD,CLE,-6,45,6,-1,49,316
5/1/26 0:00,ORD,CLE,-5,12,26,-5,52,316
5/1/26 0:00,ORD,CLE,-4,16,4,-26,45,316
5/1/26 0:00,ORD,CLE,-3,19,5,-20,48,316
5/1/26 0:00,ORD,CLE,-2,39,6,6,49,316
5/1/26 0:00,ORD,CLE,-2,46,4,7,46,316
5/1/26 0:00,ORD,CLE,-1,25,5,-5,52,316
5/1/26 0:00,ORD,CLE,0,23,4,-10,49,316
5/1/26 0:00,ORD,CLE,2,31,3,-6,46,316
5/1/26 0:00,ORD,CLE,6,39,9,12,47,316
5/1/26 0:00,ORD,CLE,8,20,12,-1,49,316
5/1/26 0:00,ORD,CLE,13,49,9,33,48,316
5/1/26 0:00,ORD,CLE,14,38,7,17,49,316
5/1/26 0:00,ORD,CLE,34,28,8,27,50,316
5/1/26 0:00,ORD,CLE,44,44,7,52,47,316
5/1/26 0:00,ORD,CLT,-9,30,24,-8,75,599
5/1/26 0:00,ORD,CLT,-8,14,15,-25,80,599
5/1/26 0:00,ORD,CLT,-8,26,13,-24,88,599
5/1/26 0:00,ORD,CLT,-4,17,7,-33,78,599
5/1/26 0:00,ORD,CLT,-3,17,8,-31,79,599
5/1/26 0:00,ORD,CLT,-1,20,6,-22,80,599
5/1/26 0:00,ORD,CLT,-1,29,10,-16,77,599
5/1/26 0:00,ORD,CLT,-1,58,11,16,86,599
5/1/26 0:00,ORD,CLT,0,28,18,-10,78,599
5/1/26 0:00,ORD,CLT,6,17,18,-15,79,599
5/1/26 0:00,ORD,CLT,18,11,5,-15,76,599
5/1/26 0:00,ORD,CLT,21,11,20,-8,75,599
5/1/26 0:00,ORD,CLT,26,17,8,-1,81,599
5/1/26 0:00,ORD,CLT,42,21,5,20,83,599
5/1/26 0:00,ORD,CMH,-9,38,7,-5,51,296
5/1/26 0:00,ORD,CMH,-8,31,6,-14,47,296
5/1/26 0:00,ORD,CMH,-7,22,15,-15,46,296
5/1/26 0:00,ORD,CMH,-6,39,4,-2,51,296
5/1/26 0:00,ORD,CMH,-4,18,5,-20,48,296
5/1/26 0:00,ORD,CMH,-4,23,5,-18,49,296
5/1/26 0:00,ORD,CMH,-3,33,6,-4,46,296
5/1/26 0:00,ORD,CMH,-2,22,5,-19,49,296
5/1/26 0:00,ORD,CMH,-2,29,6,-7,51,296
5/1/26 0:00,ORD,CMH,-1,24,14,-7,49,296
5/1/26 0:00,ORD,CMH,-1,32,10,-6,48,296
5/1/26 0:00,ORD,CMH,0,22,12,-6,51,296
5/1/26 0:00,ORD,CMH,8,20,4,-12,48,296
5/1/26 0:00,ORD,CMH,10,38,10,12,48,296
5/1/26 0:00,ORD,CMH,17,23,6,10,47,296
5/1/26 0:00,ORD,CMH,19,24,6,8,51,296
5/1/26 0:00,ORD,CMI,-10,17,5,-25,30,135
5/1/26 0:00,ORD,CMI,-4,43,6,12,31,135
5/1/26 0:00,ORD,CMI,9,18,5,-7,29,135
5/1/26 0:00,ORD,CMX,-7,33,5,-9,57,360
5/1/26 0:00,ORD,CMX,34,32,5,34,59,360
5/1/26 0:00,ORD,COS,-6,76,5,6,122,911
5/1/26 0:00,ORD,COS,-3,36,7,-4,135,911
5/1/26 0:00,ORD,COS,11,35,6,5,134,911
5/1/26 0:00,ORD,COU,-10,39,3,-13,55,315
5/1/26 0:00,ORD,COU,-6,23,5,-30,51,315
5/1/26 0:00,ORD,COU,-2,26,4,-3,60,315
5/1/26 0:00,ORD,COU,1,33,3,5,59,315
5/1/26 0:00,ORD,COU,4,50,4,23,57,315
5/1/26 0:00,ORD,COU,26,33,4,23,54,315
5/1/26 0:00,ORD,CRW,-2,48,4,14,60,416
5/1/26 0:00,ORD,CRW,0,35,3,-4,62,416
5/1/26 0:00,ORD,CRW,3,40,3,8,71,416
5/1/26 0:00,ORD,CRW,22,39,3,12,61,416
5/1/26 0:00,ORD,CVG,-9,22,6,-13,43,264
5/1/26 0:00,ORD,CVG,-6,20,6,-17,42,264
5/1/26 0:00,ORD,CVG,-5,43,5,8,48,264
5/1/26 0:00,ORD,CVG,-4,22,4,-12,51,264
5/1/26 0:00,ORD,CVG,-4,36,5,-1,46,264
5/1/26 0:00,ORD,CVG,-4,38,4,-3,48,264
5/1/26 0:00,ORD,CVG,-4,48,9,16,47,264
5/1/26 0:00,ORD,CVG,1,24,9,-6,48,264
5/1/26 0:00,ORD,CVG,2,57,5,22,45,264
5/1/26 0:00,ORD,CVG,3,15,5,-17,47,264
5/1/26 0:00,ORD,CVG,18,17,11,6,46,264
5/1/26 0:00,ORD,CVG,23,22,4,11,51,264
5/1/26 0:00,ORD,CVG,26,27,19,27,41,264
5/1/26 0:00,ORD,CVG,48,27,4,38,49,264
5/1/26 0:00,ORD,CVG,57,27,6,47,47,264
5/1/26 0:00,ORD,CWA,-6,25,3,-14,41,213
5/1/26 0:00,ORD,CWA,12,37,3,9,39,213
5/1/26 0:00,ORD,CWA,33,29,3,35,47,213
5/1/26 0:00,ORD,DAL,49,19,4,40,118,798
5/1/26 0:00,ORD,DAY,-8,19,8,-27,41,240
5/1/26 0:00,ORD,DAY,-6,36,5,-1,48,240
5/1/26 0:00,ORD,DAY,-4,39,5,-1,42,240
5/1/26 0:00,ORD,DAY,-2,34,4,-5,42,240
5/1/26 0:00,ORD,DAY,26,26,6,17,42,240
5/1/26 0:00,ORD,DCA,-13,20,12,-34,81,612
5/1/26 0:00,ORD,DCA,-6,28,4,-16,77,612
5/1/26 0:00,ORD,DCA,-6,31,2,-7,85,612
5/1/26 0:00,ORD,DCA,-5,12,11,-24,78,612
5/1/26 0:00,ORD,DCA,-5,14,2,-22,86,612
5/1/26 0:00,ORD,DCA,-5,25,4,-23,78,612
5/1/26 0:00,ORD,DCA,-5,52,2,16,85,612
5/1/26 0:00,ORD,DCA,-3,27,4,-8,84,612
5/1/26 0:00,ORD,DCA,-3,30,4,8,94,612
5/1/26 0:00,ORD,DCA,-2,44,6,-2,78,612
5/1/26 0:00,ORD,DCA,-1,23,5,-15,78,612
5/1/26 0:00,ORD,DCA,-1,33,3,-11,78,612
5/1/26 0:00,ORD,DCA,0,21,4,-19,72,612
5/1/26 0:00,ORD,DCA,0,30,3,-7,79,612
5/1/26 0:00,ORD,DCA,2,25,3,-16,76,612
5/1/26 0:00,ORD,DCA,4,32,6,-1,82,612
5/1/26 0:00,ORD,DCA,10,16,2,2,90,612
5/1/26 0:00,ORD,DCA,18,35,2,3,74,612
5/1/26 0:00,ORD,DCA,20,48,3,17,81,612
5/1/26 0:00,ORD,DCA,34,25,4,24,84,612
5/1/26 0:00,ORD,DEC,-11,28,4,-20,32,156
5/1/26 0:00,ORD,DEC,47,27,6,47,35,156
5/1/26 0:00,ORD,DEN,-6,19,9,-21,129,888
5/1/26 0:00,ORD,DEN,-4,32,10,-9,125,888
5/1/26 0:00,ORD,DEN,-4,40,10,-15,118,888
5/1/26 0:00,ORD,DEN,-2,38,5,-10,119,888
5/1/26 0:00,ORD,DEN,-1,20,7,-22,125,888
5/1/26 0:00,ORD,DEN,-1,32,8,-4,129,888
5/1/26 0:00,ORD,DEN,-1,54,12,14,125,888
5/1/26 0:00,ORD,DEN,1,32,8,-7,128,888
5/1/26 0:00,ORD,DEN,2,18,9,-23,124,888
5/1/26 0:00,ORD,DEN,2,54,10,14,124,888
5/1/26 0:00,ORD,DEN,3,23,16,-2,119,888
5/1/26 0:00,ORD,DEN,3,32,8,-3,129,888
5/1/26 0:00,ORD,DEN,4,23,7,-28,116,888
5/1/26 0:00,ORD,DEN,5,18,17,-14,121,888
5/1/26 0:00,ORD,DEN,12,35,9,4,124,888
5/1/26 0:00,ORD,DEN,19,47,9,16,117,888
5/1/26 0:00,ORD,DEN,40,23,10,14,120,888
5/1/26 0:00,ORD,DEN,100,25,10,79,117,888
5/1/26 0:00,ORD,DFW,-8,16,13,-7,134,802
5/1/26 0:00,ORD,DFW,-6,45,11,5,125,802
5/1/26 0:00,ORD,DFW,-4,19,15,-12,126,802
5/1/26 0:00,ORD,DFW,-3,15,11,-9,127,802
5/1/26 0:00,ORD,DFW,-3,17,9,-13,125,802
5/1/26 0:00,ORD,DFW,-3,17,20,0,129,802
5/1/26 0:00,ORD,DFW,-3,19,11,-12,132,802
5/1/26 0:00,ORD,DFW,-2,22,12,4,132,802
5/1/26 0:00,ORD,DFW,-2,26,13,15,137,802
5/1/26 0:00,ORD,DFW,0,19,12,-7,133,802
5/1/26 0:00,ORD,DFW,0,27,12,3,128,802
5/1/26 0:00,ORD,DFW,1,24,15,10,130,802
5/1/26 0:00,ORD,DFW,1,31,10,13,141,802
5/1/26 0:00,ORD,DFW,3,38,17,4,124,802
5/1/26 0:00,ORD,DFW,7,13,7,-8,122,802
5/1/26 0:00,ORD,DFW,7,35,11,13,131,802
5/1/26 0:00,ORD,DFW,8,23,11,-9,122,802
5/1/26 0:00,ORD,DFW,11,17,6,3,127,802
5/1/26 0:00,ORD,DFW,18,24,8,30,142,802
5/1/26 0:00,ORD,DFW,27,28,12,27,131,802
5/1/26 0:00,ORD,DFW,33,22,8,31,128,802
5/1/26 0:00,ORD,DLH,-11,53,4,3,66,397
5/1/26 0:00,ORD,DLH,-8,25,4,-17,67,397
5/1/26 0:00,ORD,DLH,-2,39,4,2,63,397
5/1/26 0:00,ORD,DLH,10,48,6,22,67,397
5/1/26 0:00,ORD,DSM,-18,21,5,-31,54,299
5/1/26 0:00,ORD,DSM,-9,27,7,-20,53,299
5/1/26 0:00,ORD,DSM,-6,37,3,-2,50,299
5/1/26 0:00,ORD,DSM,-6,53,8,10,51,299
5/1/26 0:00,ORD,DSM,-3,71,6,26,47,299
5/1/26 0:00,ORD,DSM,-2,26,7,-7,49,299
5/1/26 0:00,ORD,DSM,-2,27,11,-8,52,299
5/1/26 0:00,ORD,DSM,-2,31,12,2,52,299
5/1/26 0:00,ORD,DSM,0,27,6,2,49,299
5/1/26 0:00,ORD,DSM,3,35,5,0,49,299
5/1/26 0:00,ORD,DSM,6,32,6,-4,48,299
5/1/26 0:00,ORD,DSM,25,48,6,33,47,299
5/1/26 0:00,ORD,DSM,41,47,6,50,50,299
5/1/26 0:00,ORD,DTW,-6,25,7,-27,47,235
5/1/26 0:00,ORD,DTW,-6,27,5,-14,46,235
5/1/26 0:00,ORD,DTW,-6,31,10,-10,51,235
5/1/26 0:00,ORD,DTW,-5,28,7,-5,56,235
5/1/26 0:00,ORD,DTW,-4,21,7,-27,48,235
5/1/26 0:00,ORD,DTW,-4,24,12,-13,49,235
5/1/26 0:00,ORD,DTW,-4,60,9,23,49,235
5/1/26 0:00,ORD,DTW,-3,32,13,-6,48,235
5/1/26 0:00,ORD,DTW,-1,20,9,-12,48,235
5/1/26 0:00,ORD,DTW,-1,21,13,-5,51,235
5/1/26 0:00,ORD,DTW,-1,36,8,7,48,235
5/1/26 0:00,ORD,DTW,-1,38,6,10,57,235
5/1/26 0:00,ORD,DTW,2,18,8,-10,50,235
5/1/26 0:00,ORD,DTW,20,33,10,19,50,235
5/1/26 0:00,ORD,DTW,43,13,6,32,50,235
5/1/26 0:00,ORD,DTW,81,25,7,71,48,235
5/1/26 0:00,ORD,DTW,85,22,7,71,49,235
5/1/26 0:00,ORD,DTW,109,25,11,110,51,235
5/1/26 0:00,ORD,DTW,122,42,7,130,50,235
5/1/26 0:00,ORD,EAR,-9,46,5,7,94,583
5/1/26 0:00,ORD,EAU,-9,53,2,28,66,269
5/1/26 0:00,ORD,EAU,-3,30,4,-4,51,269
5/1/26 0:00,ORD,ECP,-9,23,8,-21,111,810
5/1/26 0:00,ORD,ECP,-8,15,31,-8,110,810
5/1/26 0:00,ORD,ECP,-3,37,4,0,113,810
5/1/26 0:00,ORD,ELP,24,42,4,26,175,1236
5/1/26 0:00,ORD,ELP,66,38,8,85,174,1236
5/1/26 0:00,ORD,EUG,-2,42,8,-4,233,1780
5/1/26 0:00,ORD,EVV,-8,26,6,-13,43,272
5/1/26 0:00,ORD,EVV,30,19,8,22,49,272
5/1/26 0:00,ORD,EWR,-7,36,8,-16,92,719
5/1/26 0:00,ORD,EWR,-4,21,13,-11,91,719
5/1/26 0:00,ORD,EWR,-4,31,5,-24,88,719
5/1/26 0:00,ORD,EWR,-3,15,36,6,90,719
5/1/26 0:00,ORD,EWR,-3,18,9,-25,91,719
5/1/26 0:00,ORD,EWR,-3,24,6,-22,91,719
5/1/26 0:00,ORD,EWR,-3,29,11,-13,91,719
5/1/26 0:00,ORD,EWR,-2,26,8,-19,90,719
5/1/26 0:00,ORD,EWR,-2,27,24,-2,94,719
5/1/26 0:00,ORD,EWR,-2,41,7,-8,91,719
5/1/26 0:00,ORD,EWR,-1,27,17,9,93,719
5/1/26 0:00,ORD,EWR,5,27,9,-9,89,719
5/1/26 0:00,ORD,EWR,6,32,6,-11,85,719
5/1/26 0:00,ORD,EWR,15,42,20,22,90,719
5/1/26 0:00,ORD,EWR,21,36,6,14,91,719
5/1/26 0:00,ORD,EWR,36,39,6,31,93,719
5/1/26 0:00,ORD,EWR,70,30,16,63,90,719
5/1/26 0:00,ORD,EWR,94,20,14,75,88,719
5/1/26 0:00,ORD,EWR,140,22,7,117,90,719
5/1/26 0:00,ORD,EYW,-8,23,3,-39,151,1251
5/1/26 0:00,ORD,EYW,-5,28,9,-13,159,1251
5/1/26 0:00,ORD,EYW,8,26,5,-4,163,1251
5/1/26 0:00,ORD,FAI,-3,18,4,-9,365,2785
5/1/26 0:00,ORD,FAR,-7,33,7,-12,82,557
5/1/26 0:00,ORD,FAR,-6,26,4,-13,89,557
5/1/26 0:00,ORD,FAR,-5,27,11,-15,83,557
5/1/26 0:00,ORD,FAR,-2,23,3,-19,84,557
5/1/26 0:00,ORD,FAR,-1,65,5,19,87,557
5/1/26 0:00,ORD,FAR,32,24,3,9,80,557
5/1/26 0:00,ORD,FAR,67,51,9,81,81,557
5/1/26 0:00,ORD,FAT,17,53,8,24,222,1730
5/1/26 0:00,ORD,FLL,-2,22,3,-21,154,1182
5/1/26 0:00,ORD,FLL,2,26,4,-13,152,1182
5/1/26 0:00,ORD,FLL,5,34,6,9,161,1182
5/1/26 0:00,ORD,FLL,18,19,4,10,154,1182
5/1/26 0:00,ORD,FLL,20,14,8,6,149,1182
5/1/26 0:00,ORD,FLL,24,35,4,18,158,1182
5/1/26 0:00,ORD,FLL,38,22,7,45,166,1182
5/1/26 0:00,ORD,FLL,45,15,8,41,162,1182
5/1/26 0:00,ORD,FLL,160,31,4,178,167,1182
5/1/26 0:00,ORD,FLL,175,35,7,174,156,1182
5/1/26 0:00,ORD,FNT,-6,27,3,-10,37,223
5/1/26 0:00,ORD,FNT,-4,32,3,-14,39,223
5/1/26 0:00,ORD,FNT,8,52,4,21,36,223
5/1/26 0:00,ORD,FNT,20,30,6,18,41,223
5/1/26 0:00,ORD,FNT,37,14,5,18,39,223
5/1/26 0:00,ORD,FNT,152,31,4,142,38,223
5/1/26 0:00,ORD,FNT,173,33,4,167,36,223
5/1/26 0:00,ORD,FOD,-10,30,3,-11,57,324
5/1/26 0:00,ORD,FOD,262,37,6,259,54,324
5/1/26 0:00,ORD,FSD,-5,14,4,-30,69,462
5/1/26 0:00,ORD,FSD,-2,18,4,-25,70,462
5/1/26 0:00,ORD,FSD,0,27,4,-17,70,462
5/1/26 0:00,ORD,FSD,4,20,9,-11,69,462
5/1/26 0:00,ORD,FSD,5,27,4,-6,72,462
5/1/26 0:00,ORD,FWA,-10,82,6,37,30,157
5/1/26 0:00,ORD,FWA,-4,26,4,-12,33,157
5/1/26 0:00,ORD,FWA,-4,61,6,25,31,157
5/1/26 0:00,ORD,FWA,-3,22,5,-10,36,157
5/1/26 0:00,ORD,FWA,-1,28,6,-7,33,157
5/1/26 0:00,ORD,FWA,1,54,9,16,30,157
5/1/26 0:00,ORD,FWA,10,20,4,-6,32,157
5/1/26 0:00,ORD,FWA,20,34,4,14,29,157
5/1/26 0:00,ORD,FWA,29,13,3,4,32,157
5/1/26 0:00,ORD,GEG,2,54,4,5,201,1498
5/1/26 0:00,ORD,GEG,46,41,5,44,194,1498
5/1/26 0:00,ORD,GRB,-4,19,3,-24,32,173
5/1/26 0:00,ORD,GRB,-4,25,3,-17,34,173
5/1/26 0:00,ORD,GRB,-3,23,4,-19,33,173
5/1/26 0:00,ORD,GRB,-2,29,4,-15,33,173
5/1/26 0:00,ORD,GRB,5,30,4,6,36,173
5/1/26 0:00,ORD,GRB,19,41,4,29,33,173
5/1/26 0:00,ORD,GRB,19,43,3,27,34,173
5/1/26 0:00,ORD,GRB,31,52,4,38,33,173
5/1/26 0:00,ORD,GRR,-7,31,4,-12,30,137
5/1/26 0:00,ORD,GRR,-6,27,4,-16,30,137
5/1/26 0:00,ORD,GRR,-6,31,3,-12,27,137
5/1/26 0:00,ORD,GRR,-3,18,3,-23,29,137
5/1/26 0:00,ORD,GRR,-3,21,14,1,35,137
5/1/26 0:00,ORD,GRR,-2,24,4,-12,34,137
5/1/26 0:00,ORD,GRR,-2,32,5,1,36,137
5/1/26 0:00,ORD,GRR,0,42,5,2,29,137
5/1/26 0:00,ORD,GRR,1,29,3,-4,32,137
5/1/26 0:00,ORD,GRR,2,34,7,-2,27,137
5/1/26 0:00,ORD,GRR,4,56,5,19,25,137
5/1/26 0:00,ORD,GRR,10,38,3,5,29,137
5/1/26 0:00,ORD,GRR,13,52,4,33,31,137
5/1/26 0:00,ORD,GRR,47,23,3,37,29,137
5/1/26 0:00,ORD,GSO,-7,17,5,-31,78,589
5/1/26 0:00,ORD,GSO,-7,19,5,-36,75,589
5/1/26 0:00,ORD,GSO,-6,20,4,-25,81,589
5/1/26 0:00,ORD,GSO,-5,48,4,2,82,589
5/1/26 0:00,ORD,GSO,-2,15,5,-24,82,589
5/1/26 0:00,ORD,GSO,-2,56,7,17,79,589
5/1/26 0:00,ORD,GSO,41,23,3,22,80,589
5/1/26 0:00,ORD,GSP,-4,25,3,-25,75,577
5/1/26 0:00,ORD,GSP,-4,25,4,-25,73,577
5/1/26 0:00,ORD,GSP,0,34,4,-1,78,577
5/1/26 0:00,ORD,GSP,0,51,3,17,82,577
5/1/26 0:00,ORD,GSP,7,25,4,-15,77,577
5/1/26 0:00,ORD,GSP,286,28,3,271,75,577
5/1/26 0:00,ORD,HHH,113,48,7,136,114,781
5/1/26 0:00,ORD,HNL,11,27,4,-27,483,4243
5/1/26 0:00,ORD,HPN,-6,24,5,-19,97,738
5/1/26 0:00,ORD,HPN,-1,28,4,5,110,738
5/1/26 0:00,ORD,HPN,19,37,4,14,91,738
5/1/26 0:00,ORD,HPN,66,21,5,40,91,738
5/1/26 0:00,ORD,HSV,-5,22,4,-18,79,510
5/1/26 0:00,ORD,HSV,111,44,4,118,73,510
5/1/26 0:00,ORD,IAD,-5,25,3,-24,76,588
5/1/26 0:00,ORD,IAD,0,39,6,0,78,588
5/1/26 0:00,ORD,IAD,1,20,7,-16,74,588
5/1/26 0:00,ORD,IAD,5,35,14,7,76,588
5/1/26 0:00,ORD,IAD,5,39,31,23,71,588
5/1/26 0:00,ORD,IAD,10,53,5,21,76,588
5/1/26 0:00,ORD,IAD,42,26,6,23,72,588
5/1/26 0:00,ORD,IAH,-3,21,14,17,164,925
5/1/26 0:00,ORD,IAH,-3,33,14,3,145,925
5/1/26 0:00,ORD,IAH,-2,21,30,34,172,925
5/1/26 0:00,ORD,IAH,-1,76,17,88,177,925
5/1/26 0:00,ORD,IAH,3,26,13,-1,140,925
5/1/26 0:00,ORD,IAH,6,52,15,58,172,925
5/1/26 0:00,ORD,IAH,6,59,14,57,165,925
5/1/26 0:00,ORD,IAH,30,13,33,54,148,925
5/1/26 0:00,ORD,IAH,42,43,12,78,167,925
5/1/26 0:00,ORD,IAH,49,55,12,82,152,925
5/1/26 0:00,ORD,IAH,59,41,15,80,151,925
5/1/26 0:00,ORD,IAH,61,26,18,85,162,925
5/1/26 0:00,ORD,IAH,76,48,20,129,169,925
5/1/26 0:00,ORD,IAH,112,55,22,173,167,925
5/1/26 0:00,ORD,IAH,118,33,19,140,151,925
5/1/26 0:00,ORD,IAH,140,43,16,169,156,925
5/1/26 0:00,ORD,IAH,145,16,17,145,141,925
5/1/26 0:00,ORD,IAH,147,18,14,139,144,925
5/1/26 0:00,ORD,ICT,-11,49,47,43,94,588
